Name	Price	Cheapest - Option	Cheapest - Shipping Cost	Cheapest - Taxes & Fees	Cheapest ETA - Days	Fastest Option - Days	Fastest - Shipping Cost	Fastest - Taxes & Fees	Group	Category	Vendor	URL
Mens Golf Club Set Left	317.39	Prime Shipping	0	24.6	2	1	19.99	26.15	Dream	Other	Amazon	https://www.amazon.com/Callaway-Mens-Strata-Complete-16-Piece/dp/B00R4OPRIA/ref=pd_day0_hl_200_3?_encoding=UTF8&pd_rd_i=B00R4OPRIA&pd_rd_r=5b8d20d3-fb6e-11e8-a96e-4dfbc2ecf4df&pd_rd_w=QJROC&pd_rd_wg=LQ44i&pf_rd_p=ad07871c-e646-4161-82c7-5ed0d4c85b07&pf_rd
Mens Golf Club Set Right	244.99	Prime Shipping	0	18.99	2	1	16.99	20.31	Dream	Other	Amazon	https://www.amazon.com/dp/B00QUXLQYK/ref=gbps_img_m15_e44d_cdf8be63?smid=ATVPDKIKX0DER&pf_rd_p=b432e1de-c3b7-4f20-969a-6a641c7ce44d&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911198011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=69NJR90055WG2KWTR47B
Girls Golf Club Set 5-8 Years Old Left	242.8	Prime Shipping	0	18.82	2	1	13.99	19.9	Dream	Other	Amazon	https://www.amazon.com/dp/B00QUXLQYK/ref=gbps_img_m15_e44d_cdf8be63?smid=ATVPDKIKX0DER&pf_rd_p=b432e1de-c3b7-4f20-969a-6a641c7ce44d&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911198011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=69NJR90055WG2KWTR47B
Girls Golf Club Set 9-12 Years Old Left	272.34	Prime Shipping	0	21.11	2		0	21.11	Dream	Other	Amazon	https://www.amazon.com/dp/B00QUXLQYK/ref=gbps_img_m15_e44d_cdf8be63?smid=ATVPDKIKX0DER&pf_rd_p=b432e1de-c3b7-4f20-969a-6a641c7ce44d&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911198011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=69NJR90055WG2KWTR47B
Girls Golf Club Set Right	244.97	Prime Shipping	0	18.99	2	1	13.99	20.07	Dream	Other	Amazon	https://www.amazon.com/dp/B00QUXLQYK/ref=gbps_img_m15_e44d_cdf8be63?smid=ATVPDKIKX0DER&pf_rd_p=b432e1de-c3b7-4f20-969a-6a641c7ce44d&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911198011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=69NJR90055WG2KWTR47B
Wilson Woman's Golf Club Set	159	Prime Shipping	0	12.32	2	1	16.99	13.64	Dream	Other	Amazon	https://www.amazon.com/Wilson-Golf-Womens-Ultra-Package/dp/B06XKP5HSC/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1544331572&sr=1-3&keywords=women+golf+club+set+wilson
Infrared Laser Tag Set of 4	114.99	Prime Shipping	0	8.91	2	1	8.99	9.61	Dream	Toys	Amazon	https://www.amazon.com/dp/B076T9W19V/ref=gbps_img_m15_e44d_1b45a356?smid=A2FCW0JGE1MLII&pf_rd_p=b432e1de-c3b7-4f20-969a-6a641c7ce44d&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911198011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=69NJR90055WG2KWTR47B
Shiatsu Foot Massager Machine	89.97	Prime Shipping	0		2	1	11.99	0	Dream	Electronics	Amazon	https://www.amazon.com/Shiatsu-Foot-Massager-Machine-Compression/dp/B07DBFJNKN/ref=sr_1_1_a_it?ie=UTF8&qid=1545082282&sr=8-1-spons&keywords=instashiatsu+foot+massager&psc=1
Premium Carbonator	229	Prime Shipping	0	17.75	2	1	9.99	17.75	Dream	Electronics	Amazon	https://www.amazon.com/gp/product/B07GG2BNV3?ref=oft18_d_B07GG66C7F_AL_14&th=1
Smoke-less Indoor BBQ Grill	228.18	Prime Shipping	0	17.68	2		0	17.68	Dream	Electronics	Amazon	https://www.amazon.com/gp/product/B07D12RYS8?ref=oft18_d_B07D12RYS8_AL_15
High End Espresso Maker	295.54	Prime Shipping	0	22.9	2		0	22.9	Dream	Electronics	Amazon	https://www.amazon.com/gp/product/B07DDCQ1B7?ref=oft18_d_B07DDCQ1B7_AL_55
Samsung Flat 55'' 4k UHD Smart TV 2018	1297.99	Prime Shipping	0	107.59	2		0	107.59	Dream	Electronics	Amazon	https://www.amazon.com/gp/product/B07BFTYT32?ref=oft18_d_B07BFTYT32_AL_57
Roomba 690 Robot Vacuum	247.99	Prime Shipping	0	19.22	2		0	19.22	Dream	Electronics	Amazon	https://www.amazon.com/dp/B06XRT2B3P/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B06XRT2B3P&pd_rd_w=akxCD&pf_rd_p=f0dedbe2-13c8-4136-a746-4398ed93cf0f&pd_rd_wg=4i0Ok&pf_rd_r=WBP7F3YBX43K8HNHPRPV&pd_rd_r=42c05118-fb77-11e8-b705-cfc7af2bb581
Shootout Basketball Arcade Game	229.99	Standard Shipping	0					14.85	Dream	Toys	Amazon	https://www.amazon.com/dp/B07BZCVTTQ/ref=gbps_tit_m15_e44d_03fd5224?smid=ATVPDKIKX0DER&pf_rd_p=b432e1de-c3b7-4f20-969a-6a641c7ce44d&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911198011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=G3BCRH9TD0CK56GJ49NN
ROG Zephyrus GX501 Ultra Slim Gaming Laptop	2149.99	Standard Shipping	0	172	9		0	172	Dream	Electronics	Amazon	https://www.amazon.com/Zephyrus-8th-Gen-IPS-Type-i7-8750H-processor/dp/B07BP9LSVS/ref=sr_1_5?s=pc&ie=UTF8&qid=1545082064&sr=1-5&keywords=asus+rog+laptop
Electric Go-Kart	249.99	Prime Shipping	0	19.37	2		0	19.37	Dream	Electronics	Amazon	https://www.amazon.com/dp/B07CV4GVSQ/ref=cm_gf_aTNN_i8_d_p0_qd12_____________________4QoBw6drVG9aRc8Exale


